sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:Addition description,matchScore,mappingStatus,targetConceptId,targetConceptName,targetVocabularyId,targetDomainId,targetStandardConcept,targetChildCount,targetParentCount,targetConceptClassId,targetConceptCode,targetValidStartDate,targetValidEndDate,targetInvalidReason
520.6.03,NEONATAL TEETH,6,,,0.84,APPROVED,4317521,Natal tooth,SNOMED,Condition,S,1,2,Clinical Finding,21995002,20020131,20991231,
2535,DIABETES INSIPIDUS,9,,,1,APPROVED,30968,Diabetes insipidus,SNOMED,Condition,S,8,2,Clinical Finding,15771004,20020131,20991231,
782.3.01,ANASARCA,1,,,1,APPROVED,40483532,Anasarca,SNOMED,Condition,S,2,1,Clinical Finding,442433009,20090731,20991231,
275.3.02,HYPOPHOSPHATEMIA,1,,,1,APPROVED,4177973,Hypophosphatemia,SNOMED,Condition,S,4,1,Clinical Finding,4996001,20020131,20991231,
285.9.09,ANEMIA,276,,,1,APPROVED,439777,Anemia,SNOMED,Condition,S,48,3,Clinical Finding,271737000,20020131,20991231,
280.9.03,ANEMIA - MICROCYTIC HYPOCHROMIC,2,,,0.89,APPROVED,4262948,Microcytic hypochromic anemia,SNOMED,Condition,S,1,1,Clinical Finding,44666001,20020131,20991231,
V30.00.01,TERM SINGLE LIVEBORN BORN IN HOSPITAL  -  AGA,14006,,,0.59,APPROVED,4080889,Normal birth weight,SNOMED,Condition,S,0,1,Clinical Finding,276712009,20020131,20991231,
V30.00.01,TERM SINGLE LIVEBORN BORN IN HOSPITAL  -  AGA,14006,,,0.59,APPROVED,4054968,Term birth of newborn,SNOMED,Condition,S,2,1,Clinical Finding,21243004,20020131,20991231,
796.62,NEONATALOAE SCREEN UNILATERAL FAIL,593,,,0.49,APPROVED,4046876,Hearing test left abnormality,SNOMED,Condition,S,1,1,Clinical Finding,134375007,20020131,20991231,
796.62,NEONATALOAE SCREEN UNILATERAL FAIL,593,,,0.49,APPROVED,4046877,Hearing test right abnormality,SNOMED,Condition,S,1,1,Clinical Finding,134376008,20020131,20991231,
748.4.01,CONGENITAL CYSTIC ADENOMATOID MALFORMATION,4,,,0.91,APPROVED,4006982,Congenital cystic adenomatoid malformation of lung,SNOMED,Condition,S,0,2,Clinical Finding,111318005,20020131,20991231,
746.89.10,HYPOPLASTIC RT VENTRICLE,2,,,0.66,APPROVED,4145158,Right hypoplastic heart syndrome,SNOMED,Condition,S,0,1,Clinical Finding,268180007,20020131,20991231,
515.0.01,INTERSTITIAL LUNG DISEASE,1,,,1,APPROVED,4119786,Interstitial lung disease,SNOMED,Condition,S,32,2,Clinical Finding,233703007,20020131,20991231,
283.19.9,ANEMIA HEMOLYTIC NON-AUTOIMMUNE,1,,,0.93,APPROVED,437834,Non-autoimmune hemolytic anemia,SNOMED,Condition,S,2,1,Clinical Finding,191216004,20020131,20991231,
280.9.09,ANEMIA- IRON DEFICIENCY,101,,,0.74,APPROVED,436659,Iron deficiency anemia,SNOMED,Condition,S,9,2,Clinical Finding,87522002,20020131,20991231,
746.891,HYPOPLASTIC RT VENTRICLE,7,,,0.66,APPROVED,4145158,Right hypoplastic heart syndrome,SNOMED,Condition,S,0,1,Clinical Finding,268180007,20020131,20991231,
V30.00.03,TERM SINGLE LIVEBORN BORN IN HOSPITAL - LGA,1722,,,0.77,APPROVED,4054968,Term birth of newborn,SNOMED,Condition,S,2,1,Clinical Finding,21243004,20020131,20991231,
V30.00.03,TERM SINGLE LIVEBORN BORN IN HOSPITAL - LGA,1722,,,0.77,APPROVED,4064287,Large for gestation age fetus,SNOMED,Condition,S,1,1,Clinical Finding,199616008,20020131,20991231,
280.9.01,ANEMIA- MICROCYTIC,1,,,0.72,APPROVED,4121106,Microcytic anemia,SNOMED,Condition,S,4,2,Clinical Finding,234349007,20020131,20991231,
516.8.04,DIFFUSE ALVEOLAR HEMORRHAGE,1,,,1,APPROVED,3663193,Diffuse alveolar hemorrhage,SNOMED,Condition,S,0,2,Clinical Finding,829972004,20200731,20991231,
8.43,INTESTINAL INFECTION DUE TO CAMPYLOBACTER,1,,,0.96,APPROVED,40486463,Intestinal infection due to Campylobacter coli,SNOMED,Condition,S,0,1,Clinical Finding,446122002,20110131,20991231,
785.59.01,HYPOVOLEMIC SHOCK,2,,,1,APPROVED,4192647,Hypovolemic shock,SNOMED,Condition,S,2,1,Clinical Finding,39419009,20020131,20991231,
V30.00.3,TERM SINGLE LIVEBORN BORN IN HOSPITAL - LGA,3,,,0.77,APPROVED,4054968,Term birth of newborn,SNOMED,Condition,S,2,1,Clinical Finding,21243004,20020131,20991231,
V30.00.3,TERM SINGLE LIVEBORN BORN IN HOSPITAL - LGA,3,,,0.77,APPROVED,36712932,Large for gestational age newborn,SNOMED,Condition,S,0,1,Clinical Finding,1.56E+16,20170131,20991231,
756.6.09,ANOMALIES OF DIAPHRAGM CONGENITAL,6,,,0.8,APPROVED,196217,Congenital anomaly of diaphragm,SNOMED,Condition,S,4,6,Clinical Finding,88386004,20020131,20991231,
754.30.01,CONGENITAL DISLOCATION  WITH DEVELOPMENTAL DYSPLASIA OF HIP UNILATERAL,17,,,0.57,APPROVED,4167532,Congenital dislocation of hip,SNOMED,Condition,S,4,3,Clinical Finding,48334007,20020131,20991231,
757.1.09,ICHTHYOSIS CONGENITA,3,,,1,APPROVED,134743,Congenital ichthyosis of skin,SNOMED,Condition,S,16,4,Clinical Finding,13059002,20020131,20991231,
560.0.01,INTUSSUSCEPTION OF SMALL BOWEL,1,,,0.92,APPROVED,3169274,Small bowel intussusception,Nebraska Lexicon,Condition,S,0,2,Clinical Finding,2.91E+16,20160128,20991231,
583.89.9,NEPHRITIS AND NEPHROPATHY NOT SPECIFIED AS ACUTE OR CHRONIC WITH SPECIFIED PATHOLOGICAL LESIONS OF,2,,,0.43,APPROVED,198124,Kidney disease,SNOMED,Condition,S,101,3,Clinical Finding,90708001,20020131,20991231,
583.9.01,IgA NEPHROPATHY,2,,,1,APPROVED,4128061,IgA nephropathy,SNOMED,Condition,S,2,2,Clinical Finding,236407003,20020131,20991231,
751.5.16,ANTERIOR ANUS  -  CONGENITAL,12,,,0.31,APPROVED,4246646,Congenital small anus,SNOMED,Condition,S,0,2,Clinical Finding,93395007,20020131,20991231,
275.49.01,NEPHROCALCINOSIS,1,,,1,APPROVED,4171974,Nephrocalcinosis,SNOMED,Condition,S,5,4,Clinical Finding,48638002,20020131,20991231,
742.4.07,DILATATION OF CEREBRAL VENTRICLE CONGENITAL,1,,,0.94,APPROVED,36712830,Congenital cerebral ventriculomegaly,SNOMED,Condition,S,0,2,Clinical Finding,1.23E+16,20170131,20991231,
754.31.09,CONGENITAL DISLOCATION OF HIP - BILATERAL,2,,,0.86,APPROVED,73021,Bilateral congenital dislocation of hip,SNOMED,Condition,S,2,4,Clinical Finding,10155006,20020131,20991231,
228.00.9,HEMANGIOMA AND LYMPHANGIOMA ANY SITE,2,,,0.66,APPROVED,433997,Lymphangioma,SNOMED,Condition,S,126,1,Clinical Finding,400178008,20030731,20991231,
759.89.18,JOUBERT SYNDROME,2,,,1,APPROVED,37396990,Joubert syndrome,SNOMED,Condition,S,6,3,Clinical Finding,716997004,20160731,20991231,
173.9.09,malignant neoplasm of skin,3,,,1,APPROVED,4155297,Malignant neoplasm of skin,SNOMED,Condition,S,25,2,Clinical Finding,372130007,20020731,20991231,
756.9.09,CONGENITAL ANOMALIES OF MUSCULOSKELETAL,2,,,0.83,APPROVED,135061,Congenital anomaly of musculoskeletal system,SNOMED,Condition,S,43,2,Clinical Finding,73573004,20020131,20991231,
286.6.00,DISSEMINATED INTRAVASCULAR HEMOLYSIS,7,,,0.84,APPROVED,4049138,Intravascular hemolysis,SNOMED,Condition,S,2,1,Clinical Finding,15601008,20020131,20991231,
754.30.09,CONGENITAL DISLOCATION OF HIP - UNILATERAL,2,,,0.79,APPROVED,73021,Bilateral congenital dislocation of hip,SNOMED,Condition,S,2,4,Clinical Finding,10155006,20020131,20991231,
v83.89.1,methylene tetrahydrofolate reductase mutation,23,,,0.79,APPROVED,45757441,Heterozygous methylenetetrahydrofolate reductase mutation,SNOMED,Condition,S,0,1,Clinical Finding,1.40E+14,20150131,20991231,
v83.89.1,methylene tetrahydrofolate reductase mutation,23,,,0.79,APPROVED,45757440,Homozygous methylenetetrahydrofolate reductase mutation,SNOMED,Condition,S,0,1,Clinical Finding,1.40E+14,20150131,20991231,
283.2.01,HEMOLYSIS ACUTE,2,,,0.77,APPROVED,4250490,Hemolysis,SNOMED,Condition,S,4,1,Clinical Finding,73320003,20020131,20991231,
V30.01.2,TERM SINGLE LIVEBORN DELIVERED BY CESAREAN SECTION  -  SGA,1,,,0.52,APPROVED,4145947,Small for gestational age fetus,SNOMED,Condition,S,5,1,Clinical Finding,267258002,20020131,20991231,
V30.01.2,TERM SINGLE LIVEBORN DELIVERED BY CESAREAN SECTION  -  SGA,1,,,0.52,APPROVED,4054968,Term birth of newborn,SNOMED,Condition,S,2,1,Clinical Finding,21243004,20020131,20991231,
41.3,KLEBSIELLA INFECTION,1,,,1,APPROVED,36715960,Infection caused by Klebsiella,SNOMED,Condition,S,7,1,Clinical Finding,721756002,20170131,20991231,
786.6.02,MASS OF LUNG,1,,,0.68,APPROVED,4203096,Lung mass,SNOMED,Condition,S,12,3,Clinical Finding,309529002,20020131,20991231,
424.0.01,mitral regurgitation,1,,,1,APPROVED,443962,Mitral valve regurgitation,SNOMED,Condition,S,23,2,Clinical Finding,48724000,20020131,20991231,
276.2.01,LACTIC ACIDOSIS,3,,,1,APPROVED,4239233,Lactic acidosis,SNOMED,Condition,S,9,1,Clinical Finding,91273001,20020131,20991231,
270.4.09,DISTURBANCES OF SULPHUR-BEARING AMINO-ACID METABOLISM,2,,,0.75,APPROVED,434323,Disorder of sulfur-bearing amino acid metabolism,SNOMED,Condition,S,22,1,Clinical Finding,28882002,20020131,20991231,
424.0.02,mitral stenosis,2,,,1,APPROVED,315273,Mitral valve stenosis,SNOMED,Condition,S,12,2,Clinical Finding,79619009,20020131,20991231,
282.2.04,HEMOLYTIC ANEMIA. NON SPHEROCYTIC (HEREDITARY) TYPE I,1,,,0.61,APPROVED,4115393,Hereditary nonspherocytic hemolytic anemia,SNOMED,Condition,S,19,1,Clinical Finding,301317008,20020131,20991231,
511.89.01,HEMOTHORAX,1,,,1,APPROVED,4135466,Hemothorax,SNOMED,Condition,S,6,2,Clinical Finding,31892009,20020131,20991231,
424.0.03,mitral valve prolapse,2,,,1,APPROVED,4252872,Mitral valve prolapse,SNOMED,Condition,S,5,2,Clinical Finding,409712001,20040731,20991231,
754.31.01,CONGENITAL DISLOCATION WITH DEVELOPMENTAL DYSPLASIA OF HIP - BILATERAL,5,,,0.67,APPROVED,4167532,Congenital dislocation of hip,SNOMED,Condition,S,4,3,Clinical Finding,48334007,20020131,20991231,
745.11.01,DOUBLE INLET LEFT VENTRICLE,1,,,1,APPROVED,4101008,Double inlet left ventricle,SNOMED,Condition,S,0,2,Clinical Finding,253283000,20020131,20991231,
55.9,MEASLES WITHOUT MENTION OF COMPLICATION,3,,,0.91,APPROVED,438969,Measles without complication,SNOMED,Condition,S,0,5,Clinical Finding,111873003,20020131,20991231,
17.14,ERYTHEMA NODOSUM WITH HYPERSENSITIVITY REACTION IN TUBERCULOSIS TUBERCLE BACILLI NOT FOUND (IN SPU,2,,,0.71,APPROVED,140176,Erythema nodosum,SNOMED,Condition,S,10,2,Clinical Finding,32861005,20020131,20991231,
54.9,HERPES SIMPLEX,16,,,1,APPROVED,444429,Herpes simplex,SNOMED,Condition,S,28,1,Clinical Finding,88594005,20020131,20991231,
745.11.09,DOUBLE OUTLET RIGHT VENTRICLE,3,,,1,APPROVED,313867,Double outlet right ventricle,SNOMED,Condition,S,6,2,Clinical Finding,7484005,20020131,20991231,
748.3.25,CONGENITAL LARYNGEAL STRIDOR,3,,,1,APPROVED,4207968,Congenital laryngeal stridor,SNOMED,Condition,S,0,1,Clinical Finding,55490007,20020131,20991231,
53.9,HERPES ZOSTER,4,,,1,APPROVED,443943,Herpes zoster,SNOMED,Condition,S,14,3,Clinical Finding,4740000,20020131,20991231,
729.1.08,muskoloskeletal pain,2,,,0.65,APPROVED,4150129,Musculoskeletal pain,SNOMED,Condition,S,11,2,Clinical Finding,279069000,20020131,20991231,
757.33.05,CONGENITAL MELANOCYTIC NEVUS,6,,,1,APPROVED,4220346,Congenital pigmented melanocytic nevus,SNOMED,Condition,S,3,2,Clinical Finding,398696001,20030731,20991231,
753.3.13,DOUBLE URINARY COLLECTING SYSTEM,5,,,0.65,APPROVED,4170862,Double ureter,SNOMED,Condition,S,3,1,Clinical Finding,49496001,20020131,20991231,
53.2,HERPES ZOSTER DERMATITIS OF EYELID,2,,,0.84,APPROVED,3657769,Bilateral dermatitis of eyelids caused by Human herpesvirus 3,SNOMED,Condition,S,0,3,Clinical Finding,1.57E+16,20200731,20991231,
748.3.02,LARYNGOMALACIA CONGENITAL,6,,,0.92,APPROVED,4113306,Congenital laryngomalacia,SNOMED,Condition,S,0,3,Clinical Finding,253737007,20020131,20991231,
568.89.05,MESENTERIC CYST,1,,,1,APPROVED,4101561,Mesenteric cyst,SNOMED,Condition,S,1,6,Clinical Finding,27970007,20020131,20991231,
746.87.03,HETEROTAXIA SYNDROME,1,,,0.74,APPROVED,4032917,Situs ambiguus,SNOMED,Condition,S,2,1,Clinical Finding,14821001,20020131,20991231,
746.87.06,MESOCARDIA,1,,,1,APPROVED,4040838,Mesocardia,SNOMED,Condition,S,0,1,Clinical Finding,16567006,20020131,20991231,
742.59.01,TETHERING OF SPINAL CORD,3,,,0.82,APPROVED,4320924,Occult spinal dysraphism sequence,SNOMED,Condition,S,1,4,Clinical Finding,70534000,20020131,20991231,
750.26.03,HIGH PALATE,1,,,0.68,APPROVED,4099449,Byzanthine arch palate,SNOMED,Condition,S,0,6,Clinical Finding,27272007,20020131,20991231,
282.49.3,THALASSEMIA,91,,,1,APPROVED,30978,Thalassemia,SNOMED,Condition,S,15,3,Clinical Finding,40108008,20020131,20991231,
41.5,HEMOPHILUS INFLUENZAE (H. INFLUENZAE) INFECTION IN CONDITIONS CLASSIFIED ELSEWHERE AND OF UNSPECIFI,2,,,0.49,APPROVED,434277,Haemophilus influenzae infection,SNOMED,Condition,S,10,1,Clinical Finding,91428005,20020131,20991231,
746.89.12,LEFT SUPERIOR VENA TO LEFT ATRIUM,1,,,0.76,APPROVED,40483748,Left superior caval vein persisting to left sided atrium,SNOMED,Condition,S,0,1,Clinical Finding,445436005,20100731,20991231,
276.2.02,METABOLIC ACIDOSIS,27,,,1,APPROVED,4245042,Metabolic acidosis,SNOMED,Condition,S,8,1,Clinical Finding,59455009,20020131,20991231,
753.3.08,HORSESHOE KIDNEY,3,,,1,APPROVED,4219152,Horseshoe kidney,SNOMED,Condition,S,1,1,Clinical Finding,41729002,20020131,20991231,
579.3.01,SHORT BOWEL SYNDROME,1,,,1,APPROVED,4131798,Short bowel syndrome,SNOMED,Condition,S,3,2,Clinical Finding,26629001,20020131,20991231,
277.4.03,DUBIN-JOHNSON SYNDROME,8,,,1,APPROVED,4195953,Dubin-Johnson syndrome,SNOMED,Condition,S,0,9,Clinical Finding,44553005,20020131,20991231,
754.0.09,CONGENITAL MUSCULOSKELETAL DEFORMITIES OF SKULL FACE AND JAW,1,,,0.65,APPROVED,434742,Congenital abnormality of skull and face bones,SNOMED,Condition,S,28,2,Clinical Finding,268239009,20020131,20991231,
754.89.07,METATARSUS ADDUCTION,1,,,0.93,APPROVED,4052685,Metatarsus adductus,SNOMED,Condition,S,4,4,Clinical Finding,23568008,20020131,20991231,
527.2.09,SIALOADENITIS,1,,,1,APPROVED,29056,Sialoadenitis,SNOMED,Condition,S,11,4,Clinical Finding,42982001,20020131,20991231,
288.50.09,LEUKOPENIA,4,,,1,APPROVED,435224,Leukopenia,SNOMED,Condition,S,6,4,Clinical Finding,84828003,20020131,20991231,
288.50.9,LEUKOPENIA,1,,,1,APPROVED,435224,Leukopenia,SNOMED,Condition,S,6,4,Clinical Finding,84828003,20020131,20991231,
44.9,HUMAN IMMUNODEFICIENCY VIRUS INFECTION UNSPECIFIED,3,,,0.88,APPROVED,439727,Human immunodeficiency virus infection,SNOMED,Condition,S,48,1,Clinical Finding,86406008,20020131,20991231,
750.7.02,DUPLICATION OF STOMACH,1,,,1,APPROVED,4028847,Congenital duplication of stomach,SNOMED,Condition,S,0,2,Clinical Finding,13568007,20020131,20991231,
757.33.09,CONGENITAL PIGMENTARY ANOMALIES OF SKIN,2,,,0.92,APPROVED,137658,Congenital pigmentary skin anomalies,SNOMED,Condition,S,14,2,Clinical Finding,205564003,20020131,20991231,
709.09.9,other disorder of skin,2,,,0.86,APPROVED,4317258,Disorder of skin,SNOMED,Condition,S,129,2,Clinical Finding,95320005,20020131,20991231,
701.0.03,LICHEN SCLEROSUS ET ATROPHICUS,5,,,1,APPROVED,4119189,Lichen sclerosus et atrophicus,SNOMED,Condition,S,7,1,Clinical Finding,25674000,20020131,20991231,
573.9.02,DYSFUNCTION OF LIVER,2,,,0.81,APPROVED,4245975,Hepatic failure,SNOMED,Condition,S,11,1,Clinical Finding,59927004,20020131,20991231,
V83.89.1,METHYLENE TETRAHYDROFOLATE REDUCTASE (MTHFR) MUTATION,91,,,0.68,APPROVED,45757441,Heterozygous methylenetetrahydrofolate reductase mutation,SNOMED,Condition,S,0,1,Clinical Finding,1.40E+14,20150131,20991231,
V83.89.1,METHYLENE TETRAHYDROFOLATE REDUCTASE (MTHFR) MUTATION,91,,,0.68,APPROVED,45757440,Homozygous methylenetetrahydrofolate reductase mutation,SNOMED,Condition,S,0,1,Clinical Finding,1.40E+14,20150131,20991231,
70.42,HEPATITIS DELTA WITHOUT MENTION OF ACTIVE HEPATITIS B DISEASE WITH HEPATIC COMA,2,,,0.59,APPROVED,45768827,Viral hepatitis D,SNOMED,Condition,S,3,1,Clinical Finding,707341005,20150131,20991231,
70.42,HEPATITIS DELTA WITHOUT MENTION OF ACTIVE HEPATITIS B DISEASE WITH HEPATIC COMA,2,,,0.59,APPROVED,196029,Hepatic coma due to viral hepatitis,SNOMED,Condition,S,4,1,Clinical Finding,40946000,20020131,20991231,
759.89.03,DYSMORPHISM,11,,,1,APPROVED,4080891,Dysmorphism,SNOMED,Condition,S,0,1,Clinical Finding,276720006,20020131,20991231,
996.62.03,LINE SEPSIS,1,,,0.9,APPROVED,4149606,Infection of intravenous catheter,SNOMED,Condition,S,1,1,Clinical Finding,310643001,20020131,20991231,
996.62.03,LINE SEPSIS,1,,,0.9,APPROVED,132797,Sepsis,SNOMED,Condition,S,39,2,Clinical Finding,91302008,20020131,20991231,
v41.3,other ear problems,2,,,0.71,APPROVED,4114472,Ear problem,SNOMED,Condition,S,0,1,Clinical Finding,300197009,20020131,20991231,
778.03,HYDROPS FETALIS NOT DUE TO ISOIMMUNIZATION,2,,,1,APPROVED,76533,Non-immune hydrops fetalis,SNOMED,Condition,S,0,1,Clinical Finding,276509008,20020131,20991231,
424.0.00,MITRAL INSUFFICIENCY,5,,,1,APPROVED,443962,Mitral valve regurgitation,SNOMED,Condition,S,23,2,Clinical Finding,48724000,20020131,20991231,
786.09.09,DYSPNEA / RESPIRATORY DISTRESS,25,,,0.76,APPROVED,312437,Dyspnea,SNOMED,Condition,S,38,1,Clinical Finding,267036007,20020131,20991231,
786.09.09,DYSPNEA / RESPIRATORY DISTRESS,25,,,0.76,APPROVED,4158346,Respiratory distress,SNOMED,Condition,S,7,2,Clinical Finding,271825005,20020131,20991231,
747.3.02,CONGENITAL PULMONARY ARTERY STENOSIS,4,,,0.92,APPROVED,40493461,Congenital stenosis of pulmonary artery,SNOMED,Condition,S,3,2,Clinical Finding,449125001,20110731,20991231,
275.42.09,HYPERCALCEMIA,3,,,1,APPROVED,435511,Hypercalcemia,SNOMED,Condition,S,17,2,Clinical Finding,66931009,20020131,20991231,
803.00.01,LINEAR SKULL FRACTURE CLOSED,1,,,0.79,APPROVED,4159165,Closed fracture of skull,SNOMED,Condition,S,16,2,Clinical Finding,371162008,20020731,20991231,
745.3.09,SINGLE VENTRICLE,1,,,1,APPROVED,434146,Common ventricle,SNOMED,Condition,S,3,2,Clinical Finding,45503006,20020131,20991231,
424.0.01,MITRAL REGURGITATION,35,,,1,APPROVED,443962,Mitral valve regurgitation,SNOMED,Condition,S,23,2,Clinical Finding,48724000,20020131,20991231,
786.09.9,DYSPNEA / RESPIRATORY DISTRESS,18,,,0.76,APPROVED,312437,Dyspnea,SNOMED,Condition,S,38,1,Clinical Finding,267036007,20020131,20991231,
272.0.01,HYPERCHOLESTEROLEMIA FAMILIAL,4,,,0.9,APPROVED,4134862,Familial hypercholesterolemia,SNOMED,Condition,S,7,1,Clinical Finding,398036000,20030731,20991231,
754.61.01,CONGENITAL ROCKER BOTTOM FLAT FOOT,1,,,0.79,APPROVED,4006600,Congenital vertical talus,SNOMED,Condition,S,3,2,Clinical Finding,205082007,20020131,20991231,
745.3.00,SINGLE VENTRICLE - RIGHT,1,,,0.78,APPROVED,4033445,Single right ventricle,SNOMED,Condition,S,0,2,Clinical Finding,109425008,20020131,20991231,
41.4,E. COLI  INFECTION,1,,,0.6,APPROVED,440320,Infection due to Escherichia coli,SNOMED,Condition,S,20,1,Clinical Finding,71057007,20020131,20991231,
427.89.01,SINUS BRADYCARDIA,7,,,1,APPROVED,4171683,Sinus bradycardia,SNOMED,Condition,S,3,2,Clinical Finding,49710005,20020131,20991231,
751.5.08,ECTOPIC ANUS,1,,,1,APPROVED,4197547,Ectopic anus,SNOMED,Condition,S,0,1,Clinical Finding,5153001,20020131,20991231,
43.2,HUMAN IMMUNODEFICIENCY VIRUS INFECTION CAUSING OTHER DISORDERS INVOLVING THE IMMUNE MECHANISM,1,,,0.69,APPROVED,439727,Human immunodeficiency virus infection,SNOMED,Condition,S,48,1,Clinical Finding,86406008,20020131,20991231,
753.3.03,ECTOPIC KIDNEY,3,,,1,APPROVED,4040640,Ectopic kidney,SNOMED,Condition,S,6,2,Clinical Finding,16507009,20020131,20991231,
427.89.1,SINUS BRADYCARDIA,1,,,1,APPROVED,4171683,Sinus bradycardia,SNOMED,Condition,S,3,2,Clinical Finding,49710005,20020131,20991231,
424.0.07,MITRAL REGURGITATION INFLAMMATORY (LUPUS APLA,1,,,0.53,APPROVED,443962,Mitral valve regurgitation,SNOMED,Condition,S,23,2,Clinical Finding,48724000,20020131,20991231,
424.0.07,MITRAL REGURGITATION INFLAMMATORY (LUPUS APLA,1,,,0.53,APPROVED,4098292,Antiphospholipid syndrome,SNOMED,Condition,S,6,2,Clinical Finding,26843008,20020131,20991231,
746.89.00,CONGENITAL TRICUSPID INSUFFICIENCY / REGURGITATION,5,,,0.73,APPROVED,4006971,Tricuspid valve regurgitation,SNOMED,Condition,S,12,3,Clinical Finding,111287006,20020131,20991231,
473.9.09,SINUSITIS (RHINOSINUSITIS,9,,,0.75,APPROVED,42593483,Rhinosinusitis,SNOMED Veterinary,Condition,S,0,2,Clinical Finding,2.82E+14,20091029,20991231,
424.0.02,MITRAL STENOSIS,9,,,1,APPROVED,315273,Mitral valve stenosis,SNOMED,Condition,S,12,2,Clinical Finding,79619009,20020131,20991231,
701.9.04,SKIN TAG,4,,,1,APPROVED,4066849,Skin tag,SNOMED,Condition,S,7,3,Clinical Finding,201091002,20020131,20991231,
757.39.01,SKIN TAG CONGENITAL,62,,,0.66,APPROVED,4066849,Skin tag,SNOMED,Condition,S,7,3,Clinical Finding,201091002,20020131,20991231,
754.61.03,CONGENITAL VERTICAL TALUS FLAT FOOT,2,,,0.79,APPROVED,136516,Congenital pes planus,SNOMED,Condition,S,3,3,Clinical Finding,23407003,20020131,20991231,
786.09.02,SNORING,1,,,1,APPROVED,4248728,Snoring,SNOMED,Condition,S,1,2,Clinical Finding,72863001,20020131,20991231,
z35.12.1,MITRAL STENOSIS - SUPRAVALVULAR MITRAL RING REPAIR,1,,,0.75,APPROVED,4216144,Congenital supravalvular mitral stenosis,SNOMED,Condition,S,0,1,Clinical Finding,41514002,20020131,20991231,
789.09.3,LOWER ABDOMINAL PAIN,24,,,1,APPROVED,4182562,Lower abdominal pain,SNOMED,Condition,S,4,1,Clinical Finding,54586004,20020131,20991231,
424.0.03,MITRAL VALVE PROLAPSE,29,,,1,APPROVED,4252872,Mitral valve prolapse,SNOMED,Condition,S,5,2,Clinical Finding,409712001,20040731,20991231,
289.81.4,LUPUS ANTICOAGULANT,14,,,1,APPROVED,4078700,Lupus anticoagulant disorder,SNOMED,Condition,S,0,2,Clinical Finding,19267009,20020131,20991231,
742.4.09,SPECIFIED CONGENITAL ANOMALIES OF BRAIN,3,,,0.67,APPROVED,377085,Congenital anomaly of brain,SNOMED,Condition,S,103,3,Clinical Finding,57148006,20020131,20991231,
757.33.04,MONGOLIAN SPOTS (PIGMENTED),61,,,0.64,APPROVED,4225530,Mongolian spot,SNOMED,Condition,S,0,2,Clinical Finding,40467008,20020131,20991231,
701.0.04,MORPHEA,2,,,1,APPROVED,4066845,Morphea,SNOMED,Condition,S,5,1,Clinical Finding,201049004,20020131,20991231,
323.81.1,LUPUS ENCEPHALITIS (CEREBRITIS,1,,,0.58,APPROVED,4318863,Systemic lupus erythematosus encephalitis,SNOMED,Condition,S,0,4,Clinical Finding,95644001,20020131,20991231,
224.3.02,CONJUNCTIVAL NEVUS,1,,,0.89,APPROVED,4111004,Nevus of conjunctiva,SNOMED,Condition,S,0,2,Clinical Finding,255006004,20020131,20991231,
756.0.12,MACROCEPHALY,23,,,1,APPROVED,4023960,Macrocephaly,SNOMED,Condition,S,16,1,Clinical Finding,19410003,20020131,20991231,
289.59.7,SPLENIC INFARCTION,3,,,1,APPROVED,4044745,Splenic infarction,SNOMED,Condition,S,1,2,Clinical Finding,22996003,20020131,20991231,
789.2.09,SPLENOMEGALY,2,,,1,APPROVED,200527,Splenomegaly,SNOMED,Condition,S,12,2,Clinical Finding,16294009,20020131,20991231,
692.9.02,CONTACT DERMATITIS,2,,,1,APPROVED,134438,Contact dermatitis,SNOMED,Condition,S,37,2,Clinical Finding,40275004,20020131,20991231,
191.9.09,MALIGNANT NEOPLASM OF BRAIN,1,,,1,APPROVED,443588,Malignant neoplasm of brain,SNOMED,Condition,S,9,3,Clinical Finding,428061005,20080131,20991231,
524.10.04,MANDIBULAR RETROGNATHISM,6,,,1,APPROVED,4142490,Mandibular retrognathism,SNOMED,Condition,S,0,3,Clinical Finding,34504007,20020131,20991231,
759.7.09,MULTIPLE ANOMALIES OR DEFORMITIES,2,,,0.68,APPROVED,4069789,Multiple brain anomalies,SNOMED,Condition,S,0,1,Clinical Finding,204074000,20020131,20991231,
729.5.09,PAIN IN LIMB ,12,,,0.88,APPROVED,138525,Pain in limb,SNOMED,Condition,S,9,2,Clinical Finding,90834002,20020131,20991231,
761.8.01,SSRI MATERNAL SEROTONIN RECEPTOR INHIBITOR AFFECTING FETUS OR NEWBORN,143,,,0.49,APPROVED,4213100,Fetal or neonatal effect of maternal transmission of substance,SNOMED,Condition,S,29,1,Clinical Finding,414248009,20050131,20991231,
756.4.03,MULTIPLE HEREDITARY EXOSTOSIS,1,,,0.91,APPROVED,4113600,Multiple congenital exostosis,SNOMED,Condition,S,0,8,Clinical Finding,254044004,20020131,20991231,
745.12.09,CORRECTED TRANSPOSITION OF GREAT VESSELS,2,,,1,APPROVED,441385,Corrected transposition of great vessels,SNOMED,Condition,S,0,1,Clinical Finding,83799000,20020131,20991231,
756.0.02,CRANIOSYNOSTOSIS,2,,,1,APPROVED,4210998,Craniosynostosis syndrome,SNOMED,Condition,S,40,1,Clinical Finding,57219006,20020131,20991231,
